pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	strain	species	genus	family	order	class	phylum	kingdom	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	sample body site	refseq id	habitat	cell shape	id	summary_rank
Cohnella laeviribosi DSM 21336 (1121346.3)	1.0	Cohnella laeviribosi DSM 21336	Cohnella laeviribosi	Cohnella	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Mouse	1121346.0	1121346.3	GCF_000378425.1	2519899681.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram+	0	0.0	0	0.0	4478238.0	4285.0	2562464.0	57.0	4169.0	97.29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/425/GCF_000378425.1_ASM37842v1	Cohnella.json	0.0			0.0	Cohnella	genus
	0.0	Colibacter massiliensis DSM 103304	Colibacter massiliensis	Colibacter	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human	1852379.0		GCF_900095855.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/855/GCF_900095855.1_PRJEB15308	Colibacter.json		GCF_900095855.1			Colibacter	genus
				Collinsella	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0		0.0								Collinsella.json					Collinsella	genus
				Comamonas	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0								Comamonas.json	0.0		0.0	0.0	Comamonas	genus
				Companilactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human						Literature research	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0	0	0.0								Companilactobacillus.json	0.0		0.0	0.0	Companilactobacillus	genus
				Coprobacillus	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human															Gram+												Coprobacillus.json		GCF_000269565.1			Coprobacillus	genus
	0.0	Coprobacter fastidiosus NSB1	Coprobacter fastidiosus	Coprobacter	Barnesiellaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1349822.0		GCF_003634345.1	2574180217.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Anaerobe	0.0	0	0.0	3412407.0	2841.0	1308304.0	38.0	2782.0	97.92	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/634/345/GCF_003634345.1_ASM363434v1	Coprobacter.json	0.0	GCF_000473955.1	0.0	0.0	Coprobacter	genus
				Coprococcus	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0							Gram+	Anaerobe	0.0		0.0								Coprococcus.json	0.0		0.0	0.0	Coprococcus	genus
				Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria								0.0	0.0							Gram+				0.0								Corynebacterium.json	0.0			0.0	Corynebacterium	genus
			Cronobacter sakazakii	Cronobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Cronobacter.json	0.0				Cronobacter	genus
Cryocola sp. 340MFSha3.1 (1169145.3)	1.0	Cryocola sp. 340MFSha3.1	Cryocola sp. 340MFSha3.1	Cryocola	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Mouse	1169145.0	1169145.3	GCF_000383315.1	2522125173.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	4090615.0	3976.0	2857284.0	70.0	3920.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/315/GCF_000383315.1_ASM38331v1	Cryocola.json	0.0		0.0	0.0	Cryocola	genus
Cryptobacterium curtum DSM 15641 (469378.5)	2.0	Cryptobacterium curtum DSM 15641	Cryptobacterium curtum	Cryptobacterium	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human	469378.0	469378.5	GCF_000023845.1	644736346.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram+	Obligate anaerobe	0.0	Nonmotile	0.0	1617804.0	1421.0	823649.0	51.0	1364.0	95.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/845/GCF_000023845.1_ASM2384v1	Cryptobacterium.json		GCF_000339015.1			Cryptobacterium	genus
	0.0	Culturomica massiliensis DSM 103121	Culturomica massiliensis	Culturomica	Odoribacteraceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human	1841857.0		GCF_900091655.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/091/655/GCF_900091655.1_PRJEB14541	Culturomica.json		GCF_900091655.1			Culturomica	genus
	0.0	Cuneatibacter caecimuris	Cuneatibacter caecimuris	Cuneatibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1796618.0		GCF_004216775.1	2802428826.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3462725.0	3308.0	1699102.0	49.0	3230.0	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/216/775/GCF_004216775.1_ASM421677v1	Cuneatibacter.json	0.0	GCF_004216775.1	0.0	0.0	Cuneatibacter	genus
Cupriavidus metallidurans CH34 (266264.4)	2.0	Cupriavidus metallidurans CH34	Cupriavidus metallidurans	Cupriavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	266264.0	266264.4	GCF_000196015.1	637000230.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lentic	Freshwater	Gram-	Aerobe	0.0	Motile	0.0	6913352.0	6430.0	4392121.0	64.0	6340.0	98.6	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/196/015/GCF_000196015.1_ASM19601v1	Cupriavidus.json	0.0				Cupriavidus	genus
			Curtobacterium flaccumfaciens	Curtobacterium	Microbacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Obligate aerobe	0.0	0	0.0				71.0				Curtobacterium.json	0.0	GCF_000834535.1	0.0	0.0	Curtobacterium	genus
	0.0	Curvibacter gracilis ATCC BAA-807	Curvibacter gracilis	Curvibacter	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	1336244.0		GCF_000518645.1	2545555856.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Freshwater	Gram-	0	0.0	0	0.0	6748240.0	6140.0	4452611.0	66.0	6071.0	98.88	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/518/645/GCF_000518645.1_ASM51864v1	Curvibacter.json	0.0	GCF_000518645.1		0.0	Curvibacter	genus
				Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes						Gram+	Anaerobe	0.0										Cutibacterium.json					Cutibacterium	genus
	0.0	Cytobacillus firmus DS1	Cytobacillus firmus	Cytobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	1307436.0		GCF_000565285.1	2568526233.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	4971242.0	5013.0	2060843.0	41.0	4922.0	98.18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/565/285/GCF_000565285.1_pBF	Cytobacillus.json	0.0		0.0	0.0	Cytobacillus	genus
	0.0	Dakarella massiliensis	Dakarella massiliensis	Dakarella	Sutterellaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human	1506471.0		GCF_001182045.1	2671180969.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	2475916.0	2244.0	1410869.0	57.0	2175.0	96.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/045/GCF_001182045.1_Dakarella_massiliensis	Dakarella.json	0.0		0.0	0.0	Dakarella	genus
	0.0	Dehalobacterium formicoaceticum	Dehalobacterium formicoaceticum	Dehalobacterium	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	51515.0		GCF_002224645.1	2811995020.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Industrial production	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	3766545.0	3698.0	1625895.0	43.0	3605.0	97.49	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/645/GCF_002224645.1_ASM222464v1	Dehalobacterium.json	0.0		0.0	0.0	Dehalobacterium	genus
	2.0		Delftia acidovorans	Delftia	Comamonadaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0								Delftia.json	0.0		0.0	0.0	Delftia	genus
	0.0		Dellaglioa algida	Dellaglioa	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								Dellaglioa.json	0.0		0.0	0.0	Dellaglioa	genus
Dermabacter sp. HFH0086 (1203568.3)	1.0	Dermabacter sp. HFH0086	Dermabacter sp. HFH0086	Dermabacter	Dermabacteraceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human	1203568.0	1203568.3	GCF_000413375.1	2541047015.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	0	0.0	0		2361288.0	2190.0	1482415.0	63.0	2133.0	97.4	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/413/375/GCF_000413375.1_Derm_sp_HFH0086_V1	Dermabacter.json		GCF_000413375.1		0.0	Dermabacter	genus
				Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0							Gram+	Aerobe	0.0	0	0.0								Dermacoccus.json	0.0	GCF_000018665.1	0.0	0.0	Dermacoccus	genus
Desmospora sp. 8437 (997346.3)	1.0	Desmospora sp. 8437	Desmospora sp. 8437	Desmospora	Thermoactinomycetaceae	Bacillales	Bacilli	Firmicutes	Bacteria	Human	997346.0	997346.3	GCF_000213595.1	651324024.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0	3638920.0	4106.0	1962636.0	54.0	4048.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/595/GCF_000213595.1_ASM21359v1	Desmospora.json				0.0	Desmospora	genus
	1.0		Desulfitobacterium hafniense	Desulfitobacterium	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0					Gram+	Anaerobe			0.0								Desulfitobacterium.json	0.0				Desulfitobacterium	genus
	0.0	Desulfomicrobium orale DSM 12838	Desulfomicrobium orale	Desulfomicrobium	Desulfomicrobiaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human	888061.0		GCF_001553625.1	2684623057.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram-	Anaerobe	0.0	0		2783374.0	2623.0	1640120.0	59.0	2557.0	97.48	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/625/GCF_001553625.1_ASM155362v1	Desulfomicrobium.json		GCF_001553625.1		0.0	Desulfomicrobium	genus
				Desulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Anaerobe			0.0								Desulfovibrio.json	0.0			0.0	Desulfovibrio	genus
				Dialister	Veillonellaceae	Veillonellales	Negativicutes	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram-		0.0										Dialister.json					Dialister	genus
	0.0	Dielma fastidiosa	Dielma fastidiosa	Dielma	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Mouse	1034346.0		GCF_000313565.1	2832751446.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	0	0.0	0	0.0	3618065.0	3657.0	1453493.0	40.0	3561.0	97.37	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/313/565/GCF_000313565.1_ASM31356v2	Dielma.json	0.0		0.0	0.0	Dielma	genus
			Dietzia cinnamea	Dietzia	Dietziaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0			Unclassified		Gram+	Aerobe	0.0	0	0.0				71.0				Dietzia.json	0.0	NZ_BCSW01000001		0.0	Dietzia	genus
Dolosigranulum pigrum ATCC 51524 (883103.3)			Dolosigranulum pigrum	Dolosigranulum	Carnobacteriaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human		883103.3		2513237341.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Cerebrospinal fluid	Nervous system	Gram+	Facultative anaerobe	0.0	0	0.0	1846028.0	1723.0	730416.0	40.0	1692.0	98.2		Dolosigranulum.json				0.0	Dolosigranulum	genus
				Dorea	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0	0	0.0								Dorea.json	0.0		0.0	0.0	Dorea	genus
				Dyadobacter	Spirosomaceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified		Gram-	Aerobe		Nonmotile	0.0				52.0				Dyadobacter.json	0.0				Dyadobacter	genus
				Dysgonomonas	Dysgonomonadaceae	Bacteroidales	Bacteroidia	Bacteroidetes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Anaerobe	0.0	0	0.0								Dysgonomonas.json	0.0				Dysgonomonas	genus
				Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes						Gram-	Facultative anaerobe	0.0		0.0								Edwardsiella.json					Edwardsiella	genus
				Eggerthella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Anaerobe	0.0										Eggerthella.json				0.0	Eggerthella	genus
Eggerthia catenaformis OT 569 = DSM 20559 (999415.3)	2.0	Eggerthia catenaformis OT 569 = DSM 20559	Eggerthia catenaformis	Eggerthia	Coprobacillaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human	999415.0	999415.3	GCF_000422605.1	2537561938.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	1935589.0	1952.0	634369.0	33.0	1884.0	96.52	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/605/GCF_000422605.1_ASM42260v1	Eggerthia.json					Eggerthia	genus
Eikenella corrodens ATCC 23834 (546274.4)	2.0	Eikenella corrodens ATCC 23834	Eikenella corrodens	Eikenella	Neisseriaceae	Neisseriales	Betaproteobacteria	Proteobacteria	Bacteria	Human	546274.0	546274.4	GCF_000158615.1	643886208.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Animal	Unclassified	Respiratory system	Gram-	Microaerophile	0.0	Motile	0.0	2135355.0	2675.0	1191844.0	56.0	2627.0	98.21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/158/615/GCF_000158615.1_ASM15861v1	Eikenella.json					Eikenella	genus
	0.0			Eisenbergiella	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								Eisenbergiella.json	0.0		0.0	0.0	Eisenbergiella	genus
Elusimicrobium minutum Pei191 (445932.6)	1.0	Elusimicrobium minutum Pei191	Elusimicrobium minutum	Elusimicrobium	Elusimicrobiaceae	Elusimicrobiales	Elusimicrobia	Elusimicrobia	Bacteria	Human	445932.0	445932.6	GCF_000020145.1	642555127.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Insecta	Unclassified	Digestive system	Gram-	Anaerobe		0		1643562.0	1596.0	656638.0	40.0	1548.0	96.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/020/145/GCF_000020145.1_ASM2014v1	Elusimicrobium.json				0.0	Elusimicrobium	genus
	0.0	Emergencia timonensis DSM 101844	Emergencia timonensis	Emergencia	Eubacteriales Family XIII. Incertae Sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1776384.0		GCF_900086585.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/585/GCF_900086585.1_PRJEB13931	Emergencia.json		GCF_900086585.1			Emergencia	genus
	0.0	Enhydrobacter aerosaccus	Enhydrobacter aerosaccus	Enhydrobacter	unclassified Rhodospirillales	Hyphomicrobiales	Alphaproteobacteria	Proteobacteria	Bacteria	Human	225324.0		GCF_900167455.1	2582581318.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Environmental	Aquatic	Lentic	Freshwater	Gram-	0	0.0	0	0.0	6769764.0	6574.0	4376766.0	65.0	6517.0	99.13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/167/455/GCF_900167455.1_IMG-taxon_2582581318_annotated_assembly	Enhydrobacter.json	0.0	GCF_900167455.1		0.0	Enhydrobacter	genus
	0.0			Enorma	Coriobacteriaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated			Digestive system	Gram+		0.0		0.0				66.0				Enorma.json	0.0		0.0		Enorma	genus
				Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Enterobacter.json	0.0		0.0	0.0	Enterobacter	genus
				Enterocloster	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+		0.0		0.0								Enterocloster.json					Enterocloster	genus
				Enterococcus	Enterococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								Enterococcus.json			0.0	0.0	Enterococcus	genus
Eremococcus coleocola ACS-139-V-Col8 (908337.3)	1.0	Eremococcus coleocola ACS-139-V-Col8	Eremococcus coleocola	Eremococcus	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human	908337.0	908337.3	GCF_000183205.1	649989944.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Facultative anaerobe	0.0	0		1773745.0	1773.0	691122.0	39.0	1720.0	97.01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/183/205/GCF_000183205.1_ASM18320v1	Eremococcus.json				0.0	Eremococcus	genus
	0.0			Erwinia	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram-	0	0.0	0	0.0								Erwinia.json	0.0		0.0	0.0	Erwinia	genus
				Erysipelatoclostridium	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0	Host-associated				Gram+		0.0		0.0								Erysipelatoclostridium.json	0.0				Erysipelatoclostridium	genus
Erysipelothrix rhusiopathiae ATCC 19414 (525280.3)			Erysipelothrix rhusiopathiae	Erysipelothrix	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Mouse		525280.3			Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated		Unclassified	Unclassified	Gram+	Facultative	0.0		0.0								Erysipelothrix.json					Erysipelothrix	genus
				Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria								0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								Escherichia.json	0.0		0.0	0.0	Escherichia	genus
Ethanoligenens harbinense YUAN-3 (663278.4)	1.0	Ethanoligenens harbinense YUAN-3	Ethanoligenens harbinense	Ethanoligenens	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	663278.0	663278.4	GCF_000178115.2	649633043.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Engineered	Wastewater	Unclassified	Activated Sludge	Gram+	Obligate anaerobe	0.0	Motile	0.0	3008576.0	2874.0	1671520.0	56.0	2800.0	97.43	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/178/115/GCF_000178115.2_ASM17811v2	Ethanoligenens.json	0.0				Ethanoligenens	genus
				Eubacterium	Eubacteriaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria								0.0	0.0	Yes	0.0					Gram+	Obligate anaerobe											Eubacterium.json					Eubacterium	genus
	0.0		Ewingella americana	Ewingella	Yersiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	Human				2588253786.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Nasopharyngeal	Respiratory system	Gram-	Facultative anaerobe	0.0	0	0.0	4867810.0	4460.0	2623508.0	54.0	4398.0	98.61		Ewingella.json	0.0				Ewingella	genus
	0.0			Exiguobacterium	Bacillales Incertae Sedis XII	Bacillales	Bacilli	Firmicutes	Bacteria	Human			GCF_000702585.1	2562617001.0			0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram+	Facultative	0.0	0	0.0	3037601.0	3172.0	1603654.0	53.0	3067.0	96.69		Exiguobacterium.json	0.0		0.0	0.0	Exiguobacterium	genus
	0.0	Extibacter muris	Extibacter muris	Extibacter	Lachnospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Mouse	1796622.0		GCF_004345005.1		PMID:27670113	Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/345/005/GCF_004345005.1_ASM434500v1	Extibacter.json	0.0	GCF_004345005.1	0.0	0.0	Extibacter	genus
				Facklamia	Aerococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	Human															Gram+	Facultative anaerobe											Facklamia.json					Facklamia	genus
				Faecalibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human							0.0	0.0							Gram+		0.0		0.0								Faecalibacterium.json	0.0		0.0	0.0	Faecalibacterium	genus
	0.0	Faecalicoccus pleomorphus DSM 20574	Faecalicoccus pleomorphus	Faecalicoccus	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human	1123313.0		GCF_000420345.1	2524614880.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram+	Anaerobe	0.0	0	0.0	1992636.0	2065.0	777816.0	39.0	2004.0	97.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/345/GCF_000420345.1_ASM42034v1	Faecalicoccus.json	0.0				Faecalicoccus	genus
Eubacterium cylindroides T2-87 (717960.3)			Faecalitalea cylindroides	Faecalitalea	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	Human		717960.3		650377935.0			0.0	0.0	Yes	0.0	Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0		1966750.0	1487.0	618159.0	37.0	1442.0	96.97		Faecalitalea.json					Faecalitalea	genus
				Fannyhessea	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Anaerobe	0.0		0.0								Fannyhessea.json	0.0		0.0	0.0	Fannyhessea	genus
	0.0	Fenollaria timonensis GD5	Fenollaria timonensis	Fenollaria	Eubacteriales incertae sedis	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	1723384.0		GCF_001457835.1		PMID:30745586	Literature research									Gram-											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/835/GCF_001457835.1_Micromassilia_timonensis	Fenollaria.json		GCF_001457835.1			Fenollaria	genus
Filifactor alocis ATCC 35896 (546269.5)	2.0	Filifactor alocis ATCC 35896	Filifactor alocis	Filifactor	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	Human	546269.0	546269.5	GCF_000163895.2	2511231077.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0		1931012.0	1700.0	684457.0	35.0	1641.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2	Filifactor.json					Filifactor	genus
	2.0		Finegoldia magna	Finegoldia	Peptoniphilaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	0					32.0				Finegoldia.json					Finegoldia	genus
	0.0	Flaviflexus massiliensis	Flaviflexus massiliensis	Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	Human	1522309.0		GCF_001375495.1	2775506831.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	2629316.0	2507.0	1554451.0	59.0	2442.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/495/GCF_001375495.1_Flaviflexus_massiliensis	Flaviflexus.json	0.0		0.0	0.0	Flaviflexus	genus
	0.0			Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0								Flavobacterium.json	0.0		0.0	0.0	Flavobacterium	genus
