pubseedid	2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	annotation version id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	refseq id	sample body site	habitat	cell shape	id	summary_rank
Clostridium hathewayi 12489931 (999412.4)		Human		999412.4			PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Obligate anaerobe	0.0		0.0								g__Hungatella.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella			0.0		0.0	g__Hungatella	genus
Clostridium hathewayi WAL-18680 (742737.3)	1.0	Human	742737.0	742737.3	GCF_000235505.1	2513237275.0	Strains of species found in the human gut (PMID:24861948) present in KBase	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe		Motile	0.0	5654180.0	5251.0	2827985.0	50.0	5183.0	98.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/505/GCF_000235505.1_Clos_hath_WAL_18680_V1	g__Hungatella_A.json	742737.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella_A	s__Hungatella_A hathewayi_A					g__Hungatella_A	genus
	0.0	Human	714549.0		GCF_900089555.1	2751185699.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	3403620.0	3098.0	1265207.0	37.0	3053.0	98.55	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/089/555/GCF_900089555.1_J04	g__Hydrotalea.json	714549.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Hydrotalea	s__Hydrotalea flava	GCF_900089555.1	0.0	0.0	0.0	g__Hydrotalea	genus
Pelagibacter sp. IMCC9063 (1002672.3)	0.0	Mouse	1002672.0	1002672.3	GCF_000195085.1	650716017.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Marine	Gram-	Aerobe	0.0	0	0.0	1284727.0	1482.0	406882.0	32.0	1447.0	97.64	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/085/GCF_000195085.1_ASM19508v1	g__IMCC9063.json	1002672.0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Pelagibacterales	f__Pelagibacteraceae	g__IMCC9063	s__IMCC9063 sp000195085		0.0			g__IMCC9063	genus
Clostridium bartlettii DSM 16795 (445973.7)		Human		445973.7	GCF_000154445.1				0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0		0.0				29.0				g__Intestinibacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Intestinibacter	s__Intestinibacter bartlettii					g__Intestinibacter	genus
	0.0	Human	679200.0		GCF_000235445.1	2513237274.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		2672404.0	2359.0	954988.0	36.0	2308.0	97.84	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/235/445/GCF_000235445.1_John_igna_ATCC_51276_V1	g__Johnsonella.json	679200.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella	s__Johnsonella ignava					g__Johnsonella	genus
	1.0	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram-	Obligate anaerobe	0.0	Motile									g__Jonquetella.json		d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Dethiosulfovibrionaceae	g__Jonquetella	s__Jonquetella anthropi					g__Jonquetella	genus
	0.0	Human															Gram+												g__Kallipyga.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Kallipyga		GCF_001286805.1				g__Kallipyga	genus
	0.0	Human	1410657.0		GCF_001436965.1	2561511092.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2126709.0	2201.0	741888.0	35.0	2122.0	96.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/965/GCF_001436965.1_ASM143696v1	g__Kandleria.json	1410657.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Kandleria	s__Kandleria vitulina		0.0	0.0	0.0	g__Kandleria	genus
Kingella denitrificans ATCC 33394 (888741.3)	0.0	Human		888741.3		649989956.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Nasopharyngeal	Respiratory system	Gram-	Microaerophile	0.0	0		2186592.0	2574.0	1182633.0	54.0	2518.0	97.82		g__Kingella_A.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella_A	s__Kingella_A denitrificans				0.0	g__Kingella_A	genus
Kingella oralis ATCC 51147 (629741.3)	2.0	Human	629741.0	629741.3	GCF_000160435.1	643886193.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram-	Microaerophile	0.0	0		2405975.0	3218.0	1307074.0	54.0	3165.0	98.35	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/435/GCF_000160435.1_ASM16043v1	g__Kingella_B.json	629741.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella_B	s__Kingella_B oralis					g__Kingella_B	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								g__Klebsiella.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella					0.0	g__Klebsiella	genus
	0.0	Human							0.0	0.0	Yes	0.0					Gram-	Facultative anaerobe	0.0		0.0								g__Kluyvera.json		d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera			0.0	0.0	0.0	g__Kluyvera	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								g__Kocuria.json		d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Micrococcaceae	g__Kocuria			0.0	0.0	0.0	g__Kocuria	genus
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	2.0	Human	1235834.0	1235834.3	GCF_000300455.3	2547132181.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Rhizoplane	Gram-	Aerobe	0.0	Motile	0.0	4945084.0	4887.0	2654529.0	54.0	4729.0	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/300/455/GCF_000300455.3_ASM30045v4	g__Kosakonia.json	1235834.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kosakonia	s__Kosakonia sacchari	GCF_000300455.3		0.0	0.0	g__Kosakonia	genus
Desmospora sp. 8437 (997346.3)	1.0	Human	997346.0	997346.3	GCF_000213595.1	651324024.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0	3638920.0	4106.0	1962636.0	54.0	4048.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/213/595/GCF_000213595.1_ASM21359v1	g__Kroppenstedtia.json	997346.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Thermoactinomycetales	f__DSM-45169	g__Kroppenstedtia	s__Kroppenstedtia eburnea				0.0	g__Kroppenstedtia	genus
Kurthia sp. JC30 (1033739.3)	1.0	Human	1033739.0	1033739.3	GCF_000285555.1	2547132137.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate aerobe	0.0	Motile	0.0	3201696.0	3352.0	1257088.0	39.0	3240.0	96.66	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/285/555/GCF_000285555.1_ASM28555v1	g__Kurthia.json	1033739.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia massiliensis	GCF_000214115.1			0.0	g__Kurthia	genus
Kytococcus sedentarius DSM 20547 (478801.5)	2.0	Human	478801.0	478801.5	GCF_000023925.1	644736380.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Environmental	Aquatic	Unclassified	Marine	Gram+	Obligate aerobe	0.0	Nonmotile	0.0	2785024.0	2692.0	1994844.0	72.0	2639.0	98.03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/023/925/GCF_000023925.1_ASM2392v1	g__Kytococcus.json	478801.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Dermatophilaceae	g__Kytococcus	s__Kytococcus sedentarius		0.0			g__Kytococcus	genus
		Human						Literature research	0.0	0.0							Gram+	Anaerobe	0.0	0	0.0								g__Lachnoanaerobaculum.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoanaerobaculum		GCF_003862485.1	0.0	0.0	0.0	g__Lachnoanaerobaculum	genus
	0.0	Human	1805477.0		GCF_900078195.1		PMID:30745586	Literature research									Gram+											ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/195/GCF_900078195.1_PRJEB13107	g__Lachnoclostridium.json	1805477.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium	s__Lachnoclostridium sp900078195	GCF_900078195.1				g__Lachnoclostridium	genus
Eubacterium eligens ATCC 27750 (515620.4)		Human		515620.4					0.0	0.0	Yes	0.0					Gram+		0.0	0	0.0								g__Lachnospira.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira						g__Lachnospira	genus
	0.0								0.0	0.0	Yes	0.0							0.0		0.0								g__Lacrimispora.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lacrimispora			0.0	0.0	0.0	g__Lacrimispora	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Lacticaseibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus			0.0	0.0	0.0	g__Lacticaseibacillus	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Lactiplantibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactiplantibacillus			0.0	0.0	0.0	g__Lactiplantibacillus	genus
									0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Lactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus						g__Lactobacillus	genus
		Human							0.0	0.0	Yes						Gram+	Facultative anaerobe	0.0		0.0								g__Lactococcus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Lactococcus						g__Lactococcus	genus
	0.0	Mouse	1122155.0		GCF_900129135.1	2585428044.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Nonmotile	0.0	4839287.0	4487.0	2244790.0	46.0	4389.0	97.82	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/129/135/GCF_900129135.1_IMG-taxon_2585428044_annotated_assembly	g__Lactonifactor.json	1122155.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lactonifactor	s__Lactonifactor longoviformis		0.0			g__Lactonifactor	genus
	2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	Anaerobe	0.0	Nonmotile									g__Lancefieldella.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Lancefieldella						g__Lancefieldella	genus
	0.0	Human	1423738.0		GCF_001436095.1	2663762931.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Silage fermentation	Gram+	Aerobe	0.0	0	0.0	1804240.0	1783.0	686319.0	38.0	1727.0	96.86	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/436/095/GCF_001436095.1_ASM143609v1	g__Lapidilactobacillus.json	1423738.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lapidilactobacillus	s__Lapidilactobacillus dextrinicus	GCF_001436095.1	0.0	0.0	0.0	g__Lapidilactobacillus	genus
Laribacter hongkongensis HLHK9 (557598.3)	2.0	Human	557598.0	557598.3	GCF_000021025.1	643692026.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes		Host-associated	Human	Blood	Circulatory system	Gram-	Anaerobe	0.0	Motile	0.0	3169329.0	3333.0	1976150.0	62.0	3235.0	97.06	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/021/025/GCF_000021025.1_ASM2102v1	g__Laribacter.json	557598.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Aquaspirillaceae	g__Laribacter	s__Laribacter hongkongensis					g__Laribacter	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Latilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus			0.0	0.0	0.0	g__Latilactobacillus	genus
Lautropia mirabilis ATCC 51599 (887898.3)	2.0	Human	887898.0	887898.3	GCF_000186425.1	649989970.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Animal	Unclassified	Digestive system	Gram-	0	0.0	0		3137198.0	2713.0	2057272.0	66.0	2666.0	98.27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/186/425/GCF_000186425.1_ASM18642v1	g__Lautropia.json	887898.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_E	g__Lautropia	s__Lautropia mirabilis				0.0	g__Lautropia	genus
		Human															Gram+												g__Lawsonibacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Lawsonibacter		GCF_001244495.1				g__Lawsonibacter	genus
Cryocola sp. 340MFSha3.1 (1169145.3)	1.0	Mouse	1169145.0	1169145.3	GCF_000383315.1	2522125173.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	4090615.0	3976.0	2857284.0	70.0	3920.0	98.59	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/315/GCF_000383315.1_ASM38331v1	g__Leifsonia.json	1169145.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Microbacteriaceae	g__Leifsonia	s__Leifsonia sp900100265		0.0	0.0	0.0	g__Leifsonia	genus
	0.0	Human	1005999.0		GCF_000735425.1	2588253796.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram-	Aerobe	0.0	Nonmotile	0.0	4235612.0	3827.0	2282471.0	54.0	3758.0	98.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/735/425/GCF_000735425.1_GLGR_DRAFTv1	g__Leminorella.json	1005999.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Leminorella	s__Leminorella grimontii		0.0			g__Leminorella	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0		0.0								g__Lentilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus			0.0			g__Lentilactobacillus	genus
		Human							0.0	0.0	Yes	0.0					Gram-	Anaerobe	0.0		0.0								g__Leptotrichia.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia						g__Leptotrichia	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								g__Leuconostoc.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc			0.0	0.0		g__Leuconostoc	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0								g__Levilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Levilactobacillus			0.0			g__Levilactobacillus	genus
									0.0	0.0							Gram+		0.0		0.0								g__Ligilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus			0.0	0.0	0.0	g__Ligilactobacillus	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0										g__Limosilactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus						g__Limosilactobacillus	genus
Lactobacillus mali KCTC 3596 (1046596.4)	1.0	Human	1046596.0	1046596.4	GCF_000276905.1	2671180581.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Aerobe	0.0	0	0.0	2560636.0	2577.0	923153.0	36.0	2522.0	97.87	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/276/905/GCF_000276905.1_LmaliDSM20444T	g__Liquorilactobacillus.json	1046596.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Liquorilactobacillus	s__Liquorilactobacillus mali		0.0	0.0	0.0	g__Liquorilactobacillus	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Facultative anaerobe	0.0		0.0								g__Listeria.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Listeriaceae	g__Listeria						g__Listeria	genus
		Human							0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0				43.0				g__Loigolactobacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Loigolactobacillus	s__Loigolactobacillus coryniformis		0.0			g__Loigolactobacillus	genus
	0.0	Mouse	1796628.0		GCF_004343035.1	2788499828.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	3167958.0	3239.0	976013.0	31.0	3166.0	97.75	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/343/035/GCF_004343035.1_ASM434303v1	g__Longibaculum.json	1796628.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Longibaculum	s__Longibaculum muris	GCF_004343035.1	0.0	0.0	0.0	g__Longibaculum	genus
									0.0	0.0	Yes	0.0	Host-associated				Gram+		0.0		0.0				38.0				g__Longicatena.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Longicatena	s__Longicatena caecimuris					g__Longicatena	genus
		Human							0.0	0.0	Yes	0.0					Gram+		0.0	0	0.0								g__Lysinibacillus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Lysinibacillus			0.0	0.0	0.0	g__Lysinibacillus	genus
	0.0	Human					species in vaginal microbiome	Personal communication									Gram-	Obligate anaerobe											g__Mageeibacillus.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Saccharofermentanales	f__Fastidiosipilaceae	g__Mageeibacillus	s__Mageeibacillus indolicus					g__Mageeibacillus	genus
		Human							0.0	0.0							Gram+	Facultative anaerobe	0.0	0	0.0								g__Mammaliicoccus.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Mammaliicoccus			0.0	0.0	0.0	g__Mammaliicoccus	genus
	0.0	Mouse	1122209.0		GCF_900119735.1	2599185147.0	Personal communication, Dr. Jan Krumsiek	Personal communication	0.0	0.0	Yes	0.0	Environmental	Aquatic	Unclassified	Non-marine Saline and Alkaline	Gram-	Aerobe		Motile	0.0	3137549.0	2963.0	1713750.0	55.0	2897.0	97.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/119/735/GCF_900119735.1_IMG-taxon_2599185147_annotated_assembly	g__Marinospirillum.json	1122209.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Halomonadaceae	g__Marinospirillum	s__Marinospirillum alkaliphilum		0.0			g__Marinospirillum	genus
Bryantella formatexigens DSM 14469 (478749.5)	2.0	Human	478749.0	478749.5	GCF_900102475.1	2562617090.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe		Nonmotile	0.0	4548960.0	4960.0	2254223.0	50.0	4896.0	98.71	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/102/475/GCF_900102475.1_IMG-taxon_2599185228_annotated_assembly	g__Marvinbryantia.json	478749.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Marvinbryantia	s__Marvinbryantia formatexigens	GCF_000392615.1				g__Marvinbryantia	genus
	0.0	Human	1632858.0		GCF_001375675.1		PMID:30745586	Literature research									Gram-											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/675/GCF_001375675.1_Massilibacterium_senegalense	g__Massilibacterium.json	1632858.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Massilibacteriaceae	g__Massilibacterium	s__Massilibacterium senegalense	GCF_001375675.1				g__Massilibacterium	genus
Clostridium methylpentosum DSM 5476 (537013.3)		Human		537013.3		643886206.0			0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system		Obligate anaerobe	0.0	Motile	0.0	3406326.0	3961.0	1765027.0	52.0	3907.0	98.64		g__Massilioclostridium.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Massilioclostridium						g__Massilioclostridium	genus
	0.0	Human	1689303.0		GCF_001407835.1		PMID:30745586	Literature research									Gram+											ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/407/835/GCF_001407835.1_Lagierella_massiliensis	g__Mediannikoviicoccus.json	1689303.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Mediannikoviicoccus	s__Mediannikoviicoccus massiliensis_A	GCF_001407835.1				g__Mediannikoviicoccus	genus
		Human							0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0		0.0								g__Mediterraneibacter.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter					0.0	g__Mediterraneibacter	genus
		Human							0.0	0.0	Yes	0.0	Host-associated				Gram-		0.0		0.0								g__Megamonas.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Megamonas	s__Megamonas funiformis				0.0	g__Megamonas	genus
		Human							0.0	0.0	Yes	0.0	Host-associated			Digestive system			0.0		0.0								g__Megasphaera.json		d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera						g__Megasphaera	genus
	0.0	Human	1871030.0		GCF_900155395.1	2788499994.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	0	0.0	0	0.0	2466486.0	2453.0	988336.0	40.0	2368.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/155/395/GCF_900155395.1_PRJEB18752	g__Merdibacter.json	1871030.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Merdibacter	s__Merdibacter sp900759455		0.0	0.0	0.0	g__Merdibacter	genus
	2.0	Human					Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes						Gram-	Aerobe	0.0		0.0								g__Mesomycoplasma.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Mesomycoplasma	s__Mesomycoplasma hyopneumoniae		0.0			g__Mesomycoplasma	genus
	2.0	Human							0.0	0.0	Yes	0.0			Unclassified	Unclassified	Gram-	Aerobe		Motile	0.0				63.0				g__Mesorhizobium.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Mesorhizobium						g__Mesorhizobium	genus
	0.0	Human	1506471.0		GCF_001182045.1	2671180969.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram-	0	0.0	0	0.0	2475916.0	2244.0	1410869.0	57.0	2175.0	96.93	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/045/GCF_001182045.1_Dakarella_massiliensis	g__Mesosutterella.json	1506471.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_F	g__Mesosutterella	s__Mesosutterella massiliensis		0.0	0.0	0.0	g__Mesosutterella	genus
	0.0	Mouse					PMID:27670113	Literature research	0.0	0.0	Yes	0.0					Gram+	0	0.0	0	0.0								g__Metaclostridioides.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Metaclostridioides			0.0	0.0	0.0	g__Metaclostridioides	genus
	2.0	Human							0.0	0.0	Yes						Gram-	Aerobe	0.0		0.0				27.0				g__Metamycoplasma.json		d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Mycoplasmatales	f__Metamycoplasmataceae	g__Metamycoplasma	s__Metamycoplasma hominis					g__Metamycoplasma	genus
	0.0	Human	319939.0		GCF_900111835.1		https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0							Gram-	Aerobe	0.0	0	0.0							ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/835/GCF_900111835.1_IMG-taxon_2663762781_annotated_assembly	g__Metapseudomonas.json	319939.0	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Metapseudomonas	s__Metapseudomonas otitidis	GCF_000632755.1	0.0	0.0	0.0	g__Metapseudomonas	genus
