2 - complete comparative genomics; 1 - certain comparative genomics; 0 - no comparative genomics	host	ncbi taxonomy id	refseq id	gcf id	img genome id	strain/species reference	reference category	ecotype	specific ecosystem	cultured	diseases	ecosystem	ecosystem category	ecosystem subtype	ecosystem type	gram staining	oxygen requirement	metabolism	motility	sample body site	sample body subsite	genome size   * assembled	gene count   * assembled	gc count   * assembled	gc   * assembled	cds count   * assembled	cds %   * assembled	genome link	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species	habitat	pubseedid	annotation version id	cell shape	id	summary_rank
0.0	Human					species in vaginal microbiome	Personal communication									Gram+	Facultative anaerobe												s__Facklamia_hominis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia	s__Facklamia hominis					s__Facklamia_hominis	species
1.0	Human	883113.0		GCF_000245795.1	2513237358.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0		0.0	1708389.0	1581.0	749336.0	44.0	1528.0	96.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/245/795/GCF_000245795.1_Fack_lang_CCUG_37842_V1	s__Facklamia_languida.json	883113.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Facklamia	s__Facklamia languida		Facklamia languida CCUG 37842 (883113.3)	883113.3	0.0	s__Facklamia_languida	species
0.0	Human	1504823.0		GCF_000752095.2		PMID:25567229	Literature research																					ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/752/095/GCF_000752095.2_Guyana_massiliensis	s__Faecalibacillus_intestinalis.json	1504823.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Coprobacillaceae	g__Faecalibacillus	s__Faecalibacillus intestinalis					s__Faecalibacillus_intestinalis	species
2.0	Human	411483.0		GCF_000162015.1	645951831.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	0.0	Nonmotile		0.0	3080849.0	3553.0	1737391.0	56.0	3475.0	97.8	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/162/015/GCF_000162015.1_ASM16201v1	s__Faecalibacterium_duncaniae.json	411483.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium duncaniae		Faecalibacterium prausnitzii A2-165 (411483.3)	411483.3		s__Faecalibacterium_duncaniae	species
2.0	Human	718252.0	GCF_000210735.1	GCA_000210735.1	650377941.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Obligate anaerobe	0.0	0			3321367.0	2820.0	1845729.0	57.0	2756.0	97.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/210/735/GCA_000210735.1_ASM21073v1	s__Faecalibacterium_longum.json	718252.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium longum		Faecalibacterium prausnitzii L2-6 (718252.3)	718252.3	0.0	s__Faecalibacterium_longum	species
2.0	Human					PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated				Gram+	Obligate anaerobe	0.0			0.0				56.0				s__Faecalibacterium_prausnitzii.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium prausnitzii					s__Faecalibacterium_prausnitzii	species
2.0	Human	748224.0		GCF_000166035.1	649989951.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Obligate anaerobe	0.0	Nonmotile			2926561.0	3414.0	1647968.0	56.0	3355.0	98.27	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/166/035/GCF_000166035.1_ASM16603v1	s__Faecalibacterium_taiwanense.json	748224.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	s__Faecalibacterium taiwanense		Faecalibacterium cf. prausnitzii KLE1255 (748224.3)	748224.3		s__Faecalibacterium_taiwanense	species
0.0	Human	1658112.0	GCF_001244405.1	GCF_001244405.1		PMID:30745586	Literature research									Gram+												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/244/405/GCF_001244405.1_Eubacterium_massiliense	s__Faecalicatena_contortus_B.json	1658112.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena contortus_B					s__Faecalicatena_contortus_B	species
1.0	Human	556261.0		GCF_000190355.1	651285002.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Obligate anaerobe	0.0	Motile		0.0	5427315.0	4553.0	2443979.0	45.0	4498.0	98.79	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/190/355/GCF_000190355.1_ASM19035v1	s__Faecalicatena_fissicatena_A.json	556261.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalicatena	s__Faecalicatena fissicatena_A		Clostridium sp. D5 (556261.3)	556261.3		s__Faecalicatena_fissicatena_A	species
0.0	Human	1123313.0		GCF_000420345.1	2524614880.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Birds	Unclassified	Digestive system	Gram+	Anaerobe	0.0	0	0.0	0.0	1992636.0	2065.0	777816.0	39.0	2004.0	97.05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/345/GCF_000420345.1_ASM42034v1	s__Faecalicoccus_pleomorphus.json	1123313.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalicoccus	s__Faecalicoccus pleomorphus					s__Faecalicoccus_pleomorphus	species
0.0	Human	1301100.0		GCF_000499525.1	2619619272.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Anaerobe	0.0	Motile	0.0	0.0	3735472.0	3901.0	1045296.0	28.0	3810.0	97.67	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/499/525/GCF_000499525.1_Clostridium_dakarense_01	s__Faecalimicrobium_dakarense.json	1301100.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Peptostreptococcaceae	g__Faecalimicrobium	s__Faecalimicrobium dakarense	0.0				s__Faecalimicrobium_dakarense	species
2.0	Human	500632.0		GCF_000156035.2	642979369.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+	Anaerobe	0.0	Motile		0.0	3861016.0	4297.0	1547976.0	40.0	4239.0	98.65	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/156/035/GCF_000156035.2_ASM15603v2	s__Faecalimonas_phoceensis.json	500632.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas phoceensis		Clostridium nexile DSM 1787 (500632.7)	500632.7		s__Faecalimonas_phoceensis	species
0.0	Human	742723.0	GCF_000209385.2	GCF_000209385.2	2562617190.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram+	Anaerobe	0.0	Nonmotile		0.0	2218229.0	2137.0	859952.0	39.0	2078.0	97.24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/385/GCF_000209385.2_Lach_bact_2_1_46_FAA_V2	s__Faecalimonas_sp000209385.json	742723.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas sp000209385					s__Faecalimonas_sp000209385	species
1.0	Human						Literature research	0.0	0.0	Yes	0.0	Host-associated				Gram+	Anaerobe	0.0	0		0.0								s__Faecalimonas_umbilicata.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Faecalimonas	s__Faecalimonas umbilicata	0.0			0.0	s__Faecalimonas_umbilicata	species
	Human		NZ_CBYL010000001				Literature research	0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Obligate anaerobe	0.0	0						52.0				s__Faecalispora_jeddahensis.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Faecalispora	s__Faecalispora jeddahensis	0.0			0.0	s__Faecalispora_jeddahensis	species
2.0	Human	1121334.0	GCF_000240115.1	GCF_000383295.1	2519899647.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Unclassified	Unclassified	Unclassified	Gram+	Anaerobe	0.0	0	0.0	0.0	3176598.0	3019.0	1700798.0	54.0	2957.0	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/383/295/GCF_000383295.1_ASM38329v1	s__Faecalispora_sporosphaeroides.json	1121334.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__Faecalispora	s__Faecalispora sporosphaeroides		Clostridium sporosphaeroides DSM 1294 (1121334.3)	1121334.3		s__Faecalispora_sporosphaeroides	species
0.0	Human	649755.0	GCF_000469305.1	GCF_000469305.1		PMID:30745586	Literature research									Gram+												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/469/305/GCF_000469305.1_ASM46930v1	s__Faecalitalea_cylindroides.json	649755.0	d__Bacteria	p__Bacillota_I	c__Bacilli_A	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__Faecalitalea cylindroides					s__Faecalitalea_cylindroides	species
1.0	Human	866774.0		GCF_000179715.1	648276621.0	PMID:31171880	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Anaerobe	0.0	0			1449613.0	1268.0	705990.0	49.0	1217.0	95.98	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/179/715/GCF_000179715.1_ASM17971v1	s__Fannyhessea_massiliensis.json	866774.0	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Fannyhessea	s__Fannyhessea massiliensis		Atopobium vaginae PB189-T1-4 (866774.4)	866774.4		s__Fannyhessea_massiliensis	species
	Human					PMID:31171880	Literature research	0.0	0.0							Gram+	Anaerobe	0.0		0.0	0.0								s__Fannyhessea_vaginae.json		d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__Fannyhessea	s__Fannyhessea vaginae	0.0			0.0	s__Fannyhessea_vaginae	species
0.0	Human	1723384.0	GCF_001457835.1	GCF_001457835.1		PMID:30745586	Literature research									Gram-												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/457/835/GCF_001457835.1_Micromassilia_timonensis	s__Fenollaria_timonensis.json	1723384.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Fenollaria	s__Fenollaria timonensis					s__Fenollaria_timonensis	species
2.0	Human	546269.0		GCF_000163895.2	2511231077.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Oral	Digestive system	Gram+	0	0.0	0			1931012.0	1700.0	684457.0	35.0	1641.0	96.53	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/895/GCF_000163895.2_ASM16389v2	s__Filifactor_alocis.json	546269.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Peptostreptococcales	f__Filifactoraceae	g__Filifactor	s__Filifactor alocis		Filifactor alocis ATCC 35896 (546269.5)	546269.5		s__Filifactor_alocis	species
2.0	Human	525282.0	GCF_000010185.1	GCF_000159695.1	648276675.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes	0.0	Host-associated	Human	Vagina	Reproductive system	Gram+	Anaerobe	0.0	0			1908011.0	1893.0	615609.0	32.0	1838.0	97.09	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/159/695/GCF_000159695.1_ASM15969v1	s__Finegoldia_magna_F.json	525282.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Finegoldia	s__Finegoldia magna_F		Finegoldia magna ATCC 53516 (525282.5)	525282.5	0.0	s__Finegoldia_magna_F	species
2.0	Human							0.0	0.0	Yes	0.0	Host-associated	Human			Gram+	Anaerobe	0.0	0						32.0				s__Finegoldia_magna_H.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Finegoldia	s__Finegoldia magna_H					s__Finegoldia_magna_H	species
0.0	Human	1522309.0		GCF_001375495.1	2775506831.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	2629316.0	2507.0	1554451.0	59.0	2442.0	97.41	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/375/495/GCF_001375495.1_Flaviflexus_massiliensis	s__Flaviflexus_massiliensis.json	1522309.0	d__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Flaviflexus	s__Flaviflexus massiliensis	0.0			0.0	s__Flaviflexus_massiliensis	species
0.0	Human	295428.0				https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0	0	0.0	0.0				32.0				s__Flavobacterium_cheniae.json	295428.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium cheniae	0.0			0.0	s__Flavobacterium_cheniae	species
0.0	Human	416016.0	GCF_900148835.1	GCF_900148835.1	2698536819.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Environmental	Terrestrial	Unclassified	Soil	Gram-	Aerobe	0.0	0	0.0	0.0	2854482.0	2730.0	945502.0	33.0	2676.0	98.02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/148/835/GCF_900148835.1_IMG-taxon_2698536819_annotated_assembly	s__Flavobacterium_cucumis.json	416016.0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium cucumis				0.0	s__Flavobacterium_cucumis	species
1.0	Human					PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram-	Aerobe	0.0	0		0.0				34.0				s__Flavobacterium_odoratimimum.json		d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Flavobacterium	s__Flavobacterium odoratimimum				0.0	s__Flavobacterium_odoratimimum	species
	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Large intestine	Digestive system	Gram+		0.0			0.0								s__Flavonifractor_plautii.json		d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Flavonifractor	s__Flavonifractor plautii					s__Flavonifractor_plautii	species
0.0	Human	1274374.0	NZ_HG005139	GCF_000455265.1	2602041565.0	PMID:25567229	Literature research	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	5572970.0	5180.0	2736346.0	49.0	5074.0	97.95	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/265/GCF_000455265.1_Pa_GD11	s__Fontibacillus_antibioticophila.json	1274374.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus antibioticophila	0.0			0.0	s__Fontibacillus_antibioticophila	species
2.0	Human	1235795.0		GCF_000403375.2	2563367168.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	4749952.0	4394.0	2466683.0	52.0	4307.0	98.02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/403/375/GCF_000403375.2_Paen_bare_G22_V1	s__Fontibacillus_barengoltzii.json	1235795.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus barengoltzii	0.0	Paenibacillus barengoltzii G22 (1235795.3)	1235795.3	0.0	s__Fontibacillus_barengoltzii	species
0.0	Human	687436.0	GCF_001403875.1	GCF_001403875.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/403/875/GCF_001403875.1_Paenibacillus_ihumii	s__Fontibacillus_ihumii.json	687436.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus ihumii					s__Fontibacillus_ihumii	species
0.0	Human	1776378.0	GCF_900021165.1	GCF_900021165.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/021/165/GCF_900021165.1_Paenibacillus_phoceensis	s__Fontibacillus_phocaensis.json	1776378.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus phocaensis					s__Fontibacillus_phocaensis	species
0.0	Human	1720296.0	GCF_001486505.1	GCF_001486505.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/486/505/GCF_001486505.1_Paenibacillus_rubiinfantis	s__Fontibacillus_rubinfantis.json	1720296.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus rubinfantis					s__Fontibacillus_rubinfantis	species
0.0	Human	1737426.0	GCF_001486585.1	GCF_001486585.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/486/585/GCF_001486585.1_Paenibacillus_senegalomassiliensis	s__Fontibacillus_senegalimassiliensis.json	1737426.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus senegalimassiliensis					s__Fontibacillus_senegalimassiliensis	species
0.0	Human	1622070.0	GCF_900069005.2	GCF_900069005.2		PMID:30745586	Literature research									Gram+												ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/069/005/GCF_900069005.2_Paenibacillus_numidis	s__Fontibacillus_sp900069005.json	1622070.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus sp900069005					s__Fontibacillus_sp900069005	species
0.0	Human	1816681.0	GCF_900086655.1	GCF_900086655.1		PMID:30745586	Literature research									Gram+												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/655/GCF_900086655.1_PRJEB13948	s__Fontibacillus_tuaregi.json	1816681.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Fontibacillus	s__Fontibacillus tuaregi					s__Fontibacillus_tuaregi	species
0.0	Mouse	1796636.0	GCF_004340975.1	GCF_004340975.1	2795385452.0	PMID:27670113	Literature research	0.0	0.0	Yes	0.0	Host-associated	Mammals	Large intestine	Digestive system	Gram+	Anaerobe	0.0	0	0.0	0.0	2716364.0	2693.0	1186715.0	44.0	2612.0	96.99	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/340/975/GCF_004340975.1_ASM434097v1	s__Frisingicoccus_caecimuris.json	1796636.0	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	s__Frisingicoccus caecimuris	0.0			0.0	s__Frisingicoccus_caecimuris	species
1.0	Human	1221537.0		GCF_000304715.1	2519899552.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Host-associated	Plants	Unclassified	Unclassified	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	1261842.0	1208.0	524074.0	42.0	1190.0	98.51	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/304/715/GCF_000304715.1_2F_v3c	s__Fructilactobacillus_florum.json	1221537.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus	s__Fructilactobacillus florum	0.0	Lactobacillus florum 2F (1221537.3)	1221537.3	0.0	s__Fructilactobacillus_florum	species
0.0	Human				2700989268.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Fermented beverages	Gram+	Aerobe	0.0	0	0.0	0.0	1437561.0	1523.0	490361.0	34.0	1455.0	95.54		s__Fructilactobacillus_lindneri.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus	s__Fructilactobacillus lindneri					s__Fructilactobacillus_lindneri	species
	Human					PMID:31171880	Literature research	0.0	0.0	Yes	0.0					Gram+	Aerobe	0.0		0.0	0.0				35.0				s__Fructilactobacillus_sanfranciscensis.json		d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus	s__Fructilactobacillus sanfranciscensis	0.0			0.0	s__Fructilactobacillus_sanfranciscensis	species
0.0	Human	283737.0	GCF_900112405.1	GCF_900112405.1	2603880187.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	1327392.0	1330.0	593934.0	45.0	1262.0	94.89	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/112/405/GCF_900112405.1_IMG-taxon_2603880187_annotated_assembly	s__Fructobacillus_durionis.json	283737.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__Fructobacillus durionis					s__Fructobacillus_durionis	species
0.0	Human	220714.0	GCF_900108455.1	GCF_900108455.1	2814123065.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	Nonmotile	0.0	0.0	1409147.0	1398.0	626688.0	44.0	1340.0	95.85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/108/455/GCF_900108455.1_IMG-taxon_2600254955_annotated_assembly	s__Fructobacillus_pseudoficulneus.json	220714.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__Fructobacillus pseudoficulneus					s__Fructobacillus_pseudoficulneus	species
0.0	Human	709323.0	GCF_001047135.1	GCF_001047135.2	2775506866.0	https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0	0	0	0	0	Gram+	Facultative anaerobe	0.0	0	0.0	0.0	1659583.0	1718.0	734364.0	44.0	1653.0	96.22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/047/135/GCF_001047135.2_ASM104713v2	s__Fructobacillus_tropaeoli.json	709323.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructobacillus	s__Fructobacillus tropaeoli	0.0			0.0	s__Fructobacillus_tropaeoli	species
	Human					https://www.biorxiv.org/content/10.1101/691030v1	Literature research	0.0	0.0	Yes	0.0					Gram-	Aerobe	0.0		0.0	0.0				61.0				s__Fulvimarina_pelagi.json		d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Rhizobiaceae	g__Fulvimarina	s__Fulvimarina pelagi	0.0			0.0	s__Fulvimarina_pelagi	species
0.0	Human	348151.0	GCF_001437435.1	GCF_001437435.1	2667528109.0	PMID:31275260	Literature research	0.0	0.0	Yes	0.0	Engineered	Food production	Unclassified	Unclassified	Gram+	Aerobe	0.0	0	0.0	0.0	2064408.0	2073.0	900504.0	44.0	2006.0	96.77	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/437/435/GCF_001437435.1_ASM143743v1	s__Furfurilactobacillus_siliginis.json	348151.0	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Furfurilactobacillus	s__Furfurilactobacillus siliginis	0.0			0.0	s__Furfurilactobacillus_siliginis	species
2.0	Human							0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified		Gram-	Anaerobe	0.0	Nonmotile						27.0				s__Fusobacterium_animalis.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium animalis					s__Fusobacterium_animalis	species
0.0	Human	1852365.0	GCF_900095705.1	GCF_900095705.1		PMID:30745586	Literature research									Gram-												ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/095/705/GCF_900095705.1_PRJEB15286	s__Fusobacterium_massiliense.json	1852365.0	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium massiliense					s__Fusobacterium_massiliense	species
	Human															Gram-													s__Fusobacterium_nucleatum.json		d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium nucleatum					s__Fusobacterium_nucleatum	species
2.0	Human	546275.0	GCF_000158215.3	GCF_000160475.1	645951848.0	Strains of species found in the human gut (PMID:24861948) present in PubSEED	Initial strain selection	0.0	0.0	Yes		Host-associated	Human	Oral	Digestive system	Gram-	Anaerobe	0.0	Nonmotile		0.0	2567761.0	2597.0	702907.0	27.0	2544.0	97.96	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/160/475/GCF_000160475.1_ASM16047v1	s__Fusobacterium_periodonticum.json	546275.0	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium periodonticum		Fusobacterium periodonticum ATCC 33693 (546275.3)	546275.3		s__Fusobacterium_periodonticum	species
2.0	Human	469621.0	GCF_000158255.2	GCF_000163935.1	647533168.0	PMID:20203603; PMID:24861948	AGORA 1.03	0.0	0.0	Yes	0.0	Host-associated	Human	Unclassified	Digestive system	Gram-	Anaerobe	0.0	Nonmotile		0.0	2479455.0	2379.0	684373.0	28.0	2325.0	97.73	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/163/935/GCF_000163935.1_ASM16393v1	s__Fusobacterium_periodonticum_B.json	469621.0	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	s__Fusobacterium periodonticum_B		Fusobacterium periodonticum 1_1_41FAA (469621.3)	469621.3		s__Fusobacterium_periodonticum_B	species
